DBID,Date,Time,Finder Name,Contact No.,Animal Type,Species,Age,Alive/Dead,Area,State,Mile Marker,High Tide Dist.,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Entangled,Entangling Item,Injured,Injury Desc.,Notes,,,,,,,,,,,,,,,,,,,,,,,
467,06-09-84,00:00,,,Turtle,Olive Ridley,,Alive,"Pebble Beach, Point Joe",California,,,,,,,,,,,,,,"Original Length on form was 24 IN.  Original CCL on form was 24 in. Original Weight on form was 60 lbs. RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH.  Contact: BOB HUETTMAN & ROBERT LEA, CALIFORNIA DEPARTMENT OF FISH & GAME, MONTEREY",,,,,,,,,,,,,,,,,,,,,,,
468,14-09-85,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach",California,,,,,,,,,,,,,,"Original Length on form was 64 CM.  Original Weight on form was 60 lbs. LENGTH CURVILINEAR; MORPHOMETRICS ON FILE; NO MARKS OR INJURIES APPARENT; EXCELLENT CONDITION OF TURTLE; WORTH SAVING AS A MUSEUM SPECIMENT, PHOTOS TAKEN; CARCASS TO CALIFORNIA DEPART",,,,,,,,,,,,,,,,,,,,,,,
469,25-07-88,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,"Marina, Marina State Beach",California,,,,,,,,,,,,,,Original Length on form was 82 CM.  RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
470,21-06-89,00:00,,,Turtle,Olive Ridley,,Alive,"San Pedro, Cabrillo Beach, Off Pier At Breakwater",California,,,,,,,,,,,,,,Original Weight on form was 50 lbs. ANIMAL SNAGGED BY SPORT FISHERMAN & TAKEN TO CABRILLO MARINE MUSEUM FOR TEMPORARY HOLDING; TRANSPORTED TO SEAWORLD ON JUNE 22; SMALL WOUND IN CARAPACE,,,,,,,,,,,,,,,,,,,,,,,
471,22-06-89,00:00,,,Turtle,Olive Ridley,,Alive,"Point Mugu, Point Mugu State Park, County Line Beach",California,,,,,,,,,,,,,,Original Weight on form was 72 lbs. ANIMAL DISCOVERED ON BEACH BY PRIVATE CITIZEN AT 1000; ANIMAL PICKED UP AT 1900 & TRANSPORTED TO SEAWORLD.,,,,,,,,,,,,,,,,,,,,,,,
472,26-06-89,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach, Between Warner Avenue & Goldenwest Street",California,,,,,,,,,,,,,,CARAPACE DEVOID OF SCUTES,,,,,,,,,,,,,,,,,,,,,,,
473,10-08-89,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach, Tower 20",California,,,,,,,,,,,,,,Original Length on form was 55.3 CM.  DEAD ABOUT A WEEK,,,,,,,,,,,,,,,,,,,,,,,
474,16-08-90,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Pacifica, Esplanade Beach, Near Pacifica Pier",California,,,,,,,,,,,,,,Original Length on form was 66 CM.  Original Weight on form was 50 lbs. RECORDED MEASUREMENT IS CURVILINEAR CARAPACE LENGTH; STANDARD CARAPACE LENGTH = 61 CM; TOTAL LENGTH = 91 CM; LEFT FRONT FLIPPER LENGTH = 43 CM,,,,,,,,,,,,,,,,,,,,,,,
475,01-06-91,00:00,,,Turtle,Olive Ridley,,,South Of Ketchikan,Alaska,,,-131.597,55.32,Estimate,,,,,,,,,CARCASS,,,,,,,,,,,,,,,,,,,,,,,
476,25-10-91,00:00,,,Turtle,Olive Ridley,,Alive,2 Miles Offshore Noyo Bay,California,,,,,,,,,,,,,,Original Length on form was 60 CM.  ANIMAL LETHARGIC; RETRIEVED BY SKIN DIVER; ANIMAL CONFISCATED BY CALIFORNIA DEPARTMENT OF FISH & GAME WARDEN & TAKEN TO COLLEGE OF THE REDWOODS; ANIMAL EUTHANIZED BY LOCAL VET; RECORDED LENGTH MEASUREMENT = CARAPACE LEN,,,,,,,,,,,,,,,,,,,,,,,
477,22-05-92,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Laguna Beach, Crystal Cove State Park, Reef Point",California,,,,,,,,,,,,,,Original Length on form was 56.9 CM.  MUCH ALGAL GROWTH ON CARAPACE; LENGTH = CURVILINEAR CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
478,19-12-93,00:00,,,Turtle,Olive Ridley,,Alive,"San Pedro, 22Nd Street Landing",California,,,,,,,,,,,,,,Original Length on form was 62.4 CM.  ANIMAL PICKED UP BY SPORT FISHERMAN & TAKEN TO CABRILLO MARINE AQUARIUM FOR TEMPORARY HOLDING; ANIMAL HAD FISHING JIG IN RIGHT FRONT FLIPPER; RECORDED LENGTH = CARAPACE LENGTH; BROKEN JAW; EMACIATED,,,,,,,,,,,,,,,,,,,,,,,
479,04-12-94,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Point Arena, Garcia River",California,,,,,,,,,,,,,,Original CCL on form was 24 in. Original Weight on form was 70 lbs. 790 x 560 MILLIMETERS IN LENGTH; LARGE CRACK ON VENTRAL SURFACE OF SHELL,,,,,,,,,,,,,,,,,,,,,,,
480,08-10-96,00:00,,,Turtle,Olive Ridley,,Alive,"Goleta, Goleta Beach",California,,,,,,,,,,,,,,"Original Weight on form was 57 lbs. FLOATED HIGH IN WATER, UNABLE TO DIVE; SEVERE BUOYANCY PROBLEM; LETHARGIC; MALNOURISHED; IDENTIFIED JOINT INFECTION IN THE RIGHT FRONT FLIPPER AFTER ARRIVAL; NOTED IN 1/1997 A GROWTH ON DORSAL SURFACE OF LEFT FRONT FLIP",,,,,,,,,,,,,,,,,,,,,,,
481,30-10-96,00:00,,,Turtle,Olive Ridley,,Alive,"Pacifica, Linda Mar Beach, South Of Pacifica",California,,,,,,,,,,,,,,"Original Weight on form was 41.3 lbs. ANIMAL FOUND STRANDED ON LINDA MAR BEACH IN A """"PUDDLE""""; ANIMAL WAS PICKED UP BY SUSAN KELLEY WHO TRANSPORTED THE TURTLE TO THE BIRD AND REPTILE HOSPITAL OF PORTOLA VALLEY; DR. PAT LATAS ADMINISTERED FIRST AID AND CO",,,,,,,,,,,,,,,,,,,,,,,
482,23-08-97,00:00,,,Turtle,Olive Ridley,,,"Santa Catalina Island, Santa Catalina Island",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,01-11-97,00:00,,,Turtle,Olive Ridley,,,"Samoa, Samoa Beach",California,,,,,,,,,,,,,,Original Length on form was 30 CM.  CARAPACE CURVILINEAR LENGTH IS 24 CENTIMETERS; FOREFLIPPER LENGTH IS 16.8 CENTIMETERS,,,,,,,,,,,,,,,,,,,,,,,
484,07-02-98,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Piedras Blancas, Point Piedras Blancas, 1 Kilometer North",California,,,,,,,,,,,,,,Original Length on form was 67 CM.  LENGTH OF RIGHT FOREFLIPPER TO WRIST IS 37 CENTIMETERS; CARAPACE CRACKED IN SEVEREAL PLACES; PROBABLY DUE TO HIGH SURF WHEN STRANDING,,,,,,,,,,,,,,,,,,,,,,,
485,28-03-99,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,"Redondo Beach, Redondo State Beach, Ruby Street",California,,,,,,,,,,,,,,RECORDED LENGTH = CARAPACE LENGTH; FOUND DEAD ON BEACH,,,,,,,,,,,,,,,,,,,,,,,
486,13-11-99,00:00,,,Turtle,Olive Ridley,,Alive,"Orick, Hidden Beach",California,,,,,,,,,,,,,,ILLEGAL PICK UP (ANIMAL BROUGHT TO HSU MARINE LABORATORY BY PRIVATE CITIZEN); TRANSFERRED TO CALIFORNIA MARINE MAMMAL CENTER; THEN TRANSFERRED TO SEAWORLD; DEHYDRATED; COLDSTUNNED; RELEASED 14.5 MILES OFF MISSION BAY JETTY ON A 248 DEGREE HEADING (32 43' ,,,,,,,,,,,,,,,,,,,,,,,
487,15-02-00,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,"Watsonville, Palm Beach, 50 Meters North Hof Beach Access On Beach Road (By Pajaro Dunes)",California,,,,,,,,,,,,,,"Original Length on form was 81 CM.  TOTAL LENGTH = 81 CM; FROM CARAPACE TO TIP OF TAIL = 10 CM; DENT IN CARAPACE ABOVE LEFT SHOULDER (MAYBE POST-MORTEM, 5CM X 2CM). ",,,,,,,,,,,,,,,,,,,,,,,
488,07-03-00,00:00,,,Turtle,Olive Ridley,,Dried Mummified / Skeleton,"Marina, Fort Ord-Marina State Beach",California,,,,,,,,,,,,,,FLIPPERS MUMMIFIED; SKIN MISSING ON HEAD AND CARAPACE.,,,,,,,,,,,,,,,,,,,,,,,
489,11-03-00,00:00,,,Turtle,Olive Ridley,,Dried Mummified / Skeleton,"Morro Bay, 100 Meters South Of Morro Bay Harbor Entrance",California,,,,,,,,,,,,,,Original Length on form was 67 CM.  ,,,,,,,,,,,,,,,,,,,,,,,
490,11-04-00,00:00,,,Turtle,Olive Ridley,,Alive,"Newport Beach, Newport Pier",California,,,,,,,,,,,,,,BEACHED AT NEWPORT BEACH; RECEIVED BY SEAWORLD; TURTLE WAS IN POOR CONDITION AND DIED DURING NIGHT. NECROPSY IS PENDING. ,,,,,,,,,,,,,,,,,,,,,,,
491,19-09-00,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Huntington Beach, Bolsa Chica State Beach",California,,,,,,,,,,,,,,Original Length on form was 72 CM.  LENGTH = CARAPACE CURVILINEAR LENGTH,,,,,,,,,,,,,,,,,,,,,,,
492,07-10-00,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Point Reyes National Seashore, Limantour Spit, West Of Parking Lot (2300 Meters), Point Reyes National Seashore (1 1/2 Miles W)",California,,,,,,,,,,,,,,"CARAPACE WIDTH 61.5 CM; TAIL LENGTH 16.2 CM; ONLY NECROPSY REMARKS ARE THAT SPECIMEN WAS GUTTED AND SANDED; TURTLE BAGGED AND REMOVED WITH STEVE AND CHRISTINE ANASTASIA (PRNS), DON JOLLY (BOLINAS SCHOOL).SPECIMEN WANTED BY PARK SERVICE.",,,,,,,,,,,,,,,,,,,,,,,
493,03-12-00,00:00,,,Turtle,Olive Ridley,,Alive,"Long Beach, Offshore Oil Island Near Long Beach Breakwater",California,,,,,,,,,,,,,,Original Weight on form was 86 lbs. ANIMAL FLOATING AT SURFACE OFFSHORE OIL ISLAND NEAR LONG BEACH BREAKWATER; ANIMAL TRANSPORTED TO LONG BEACH AQUARIUM BY LONG BEACH LIFEGUARDS; TRANSFERRED TO SEAWORLD.,,,,,,,,,,,,,,,,,,,,,,,
494,20-02-01,00:00,,,Turtle,Olive Ridley,,Alive,"San Francisco, Fort Funston, Golden Gate National Recreation Area",California,,,,,,,,,,,,,,DEHYDRATED; SUNKEN EYES; MODERATELY RESPONSIVE,,,,,,,,,,,,,,,,,,,,,,,
495,13-03-01,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"La Jolla, North Of Scripps Pier, La Jolla Shores",California,,,,,,,,,,,,,,Original Length on form was 59.4 CM.  BARNACLE ON UNDERSIDE; ALGAE ON CARAPICE AND FLIPPERS; PLASTRON SUNKEN,,,,,,,,,,,,,,,,,,,,,,,
496,15-12-02,00:00,,,Turtle,Olive Ridley,,Alive,"La Selva, Lundborgh Beach (Trestle Beach), Just North Of Manresa State Beach",California,,,,,,,,,,,,,,EMACIATED; ALERT; SUNKEN EYES; FOUND WALKING UP THE BEACH; ON BEACH FOR OVER 2 HOURS; ACTIVE UPON CAPTURE; DIED ENROUTE TO SEAWORLD; ,,,,,,,,,,,,,,,,,,,,,,,
497,23-12-02,00:00,,,Turtle,Olive Ridley,,Alive,"Santa Barbara, 50 Feet Down Coast From Thousand Steps Beach",California,,,,,,,,,,,,,,Original Length on form was 27.5 IN.  Original Weight on form was 75 lbs. LETHARGIC; TWO COMMENSAL CRAPS (PLANES SP) WERE FOUND IN FOLDS OF SKIN AT BASE OF TAIL; THREE COMMENSAL GOOSENECK BARNACLES WERE FOUND ON CHIN. ,,,,,,,,,,,,,,,,,,,,,,,
498,11-07-03,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Coronado, Dog Beach",California,,,,,,,,,,,,,,Original Length on form was 70 CM (estimated).  REAR FLIPPERS & REAR PART OF CARAPACE MISSING; NO TAIL PRESENT; RECORDED LENGTH = ESTIMATED STRAIGHT CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
499,08-08-03,00:00,,,Turtle,Olive Ridley,,Alive,"San Pedro, San Pedro Channel, Between Catalina Island & Mainland",California,,,,,,,,,,,,,,"Original Length on form was 62 CM.  Original Weight on form was 50 lbs. FREE-SWIMMING ANIMAL ILLEGALLY PICKED UP AT SEA BY RECREATIONAL BOATER; BUOYANCY PROBLEM; 3 HOLES IN CARAPACE, SUPPOSEDLY DRILLED BY PRIVATE CITIZEN TO RELEASE TRAPPED AIR",,,,,,,,,,,,,,,,,,,,,,,
500,06-10-03,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Long Beach, Belmont Shore, Claremont Avenue Launch Ramp Area",California,,,,,,,,,,,,,,Original Length on form was 60 CM.  CARAPACE SEVERED IN LOWER LEFT QUADRANT; LENGTH = CURVED; CARAPACE LENGTH,,,,,,,,,,,,,,,,,,,,,,,
501,26-01-04,00:00,,,Turtle,Olive Ridley,,Alive,"Goleta, Ellwood Beach",California,,,,,,,,,,,,,,Original Length on form was 25 IN (estimated).  Original Weight on form was 50 lbs. CRACKED CARAPACE; FIBROPAPILLOMA,,,,,,,,,,,,,,,,,,,,,,,
502,11-02-04,00:00,,,Turtle,Olive Ridley,,Alive,"Oceanside, Camp Pendleton, At Las Pulgas Road",California,,,,,,,,,,,,,,"Original Length on form was 62.3 CM.  ANIMAL STRANDED ALIVE, DIED ON BEACH; EMACIATED; RECORDED LENGTH = CURVILINEAR CARAPACE LENGTH",,,,,,,,,,,,,,,,,,,,,,,
503,23-02-04,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Cambria, East West Ranch",California,,,,,,,,,,,,,,"Original Length on form was 65 CM.  RECORDED LENGTH = STRAIGHT CARAPACE LENGTH; CURVILINEAR CARAPACE LENGTH = 67.5 CM; CARCASS DISCOVERED IN GRASSY FIELD ON CLIFF 50 FEET ABOVE BEACH, PROBABLY TRANSPORTED THERE BY SCAVENGING COYOTE; CARCASS HEAVILY SCAVEN",,,,,,,,,,,,,,,,,,,,,,,
504,01-01-05,00:00,,,Turtle,Olive Ridley,,Alive,"Carlsbad, South Carlsbad State Beach",California,,,,,,,,,,,,,,Original Length on form was 23 IN.  Original CCL on form was 23.5 in. Original Weight on form was 65 lbs. PULMONARY EMPHYSEMA; LYMPHOCYTIC INTERSTITIAL PNEUMONIA; MINOR INJURY TO LEADING EDGE OF CARAPACE,,,,,,,,,,,,,,,,,,,,,,,
505,20-12-05,00:00,,,Turtle,Olive Ridley,,Alive,"San Gregorio, San Gregorio State Beach, 100 Yards South Of Creek Mouth",California,,,,,,,,,,,,,,SIGHTED ON BEACH DAY BEFORE; DRAGGED OUT OF SURF BY GENERAL PUBLIC; CUTS ON FLIPPERS; COLD TO TOUCH; TRANSPORTED TO MONTEREY BAY AQUARIUM FOR TREATMENT; DIED OF TRAUMA AND SEPTICEMIA. ,,,,,,,,,,,,,,,,,,,,,,,
506,20-11-06,00:00,,,Turtle,Olive Ridley,,Alive,"Samoa, Samoa Beach",California,,,,,,,,,,,,,,Original Weight on form was 55 lbs. FOUND ON SAMOA BEACH; DEHYDRATED; HYPOTHERMIC; ONE EYE KIND OF SUNKEN IN; CAUSE OF DEATH = HYPOTHERMIA.,,,,,,,,,,,,,,,,,,,,,,,
507,04-02-08,00:00,,,Turtle,Olive Ridley,,Alive,"Imperial Beach, Imperial Beach",California,,,,,,,,,,,,,,"Original Length on form was 36 CM.  HYPOTHERMIC; DEHYDRATED; MALNOURISHED; SEPTIC; RELEASED 5-7 MILES OFFSHORE, 5 MILES NORTH OF US/MEXICO BORDER (32 35.220N, 117 22.360W).",,,,,,,,,,,,,,,,,,,,,,,
508,19-06-08,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Carlsbad, South Carlsbad State Beach, Between Lifeguard Towers 22 And 23.",California,,,,,,,,,,,,,,"Original Length on form was 65 CM.  NO ABNORMALITIES, PLASTRON=201CM (CL); TO BE USED FOR SKELETON PRESERVATION. ",,,,,,,,,,,,,,,,,,,,,,,
509,10-10-09,00:00,,,Turtle,Olive Ridley,,Alive,"San Onofre, San Onofre Nuclear Generating Station",California,,,,,,,,,,,,,,"Original Length on form was 26 IN (estimated).  Original CCL on form was 26 in. Original Weight on form was 50 lbs. FREE-SWIMMING TURTLE IN POWER PLANT INTAKE CHANNEL; ANIMAL CAPTURED, TAGGED & RELEASED AT SAN ONOFRE STATE BEACH; METAL TAG # Q334 AFFIXED ",,,,,,,,,,,,,,,,,,,,,,,
510,15-10-09,00:00,,,Turtle,Olive Ridley,,Alive,"Lompoc, Vandenberg Air Force Base, Mouth Of Shuman Creek",California,,,,,,,,,,,,,,Original Length on form was 22.5 IN (estimated).  Original CCL on form was 22.5 in. ANIMAL STRANDED ALIVE ON 10/15/90; ANIMAL RETURNED TO WATER UNDER ITS OWN POWER & SWAM OUT TO SEA BY 0900 ON 10/16/90,,,,,,,,,,,,,,,,,,,,,,,
511,25-11-09,00:00,,,Turtle,Olive Ridley,,Alive,"Stinson Beach, Sea Drift Beach (Gulf Of The Farallones National Marine Sanctuary)",California,,,,,,,,,,,,,,PRELIMINARY EXAM AT TMMC. TAKEN TO SEAWORLD AND GIVEN FULL EXAM. ,,,,,,,,,,,,,,,,,,,,,,,
512,05-10-11,00:00,,,Turtle,Olive Ridley,,Alive,"Hopkins Marine Station, Harbor Seal Beach",California,,,,,,,,,,,,,,Original Length on form was 69 CM.,,,,,,,,,,,,,,,,,,,,,,,
513,03-12-11,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Watsonville, Pajaro Dunes",California,,,,,,,,,,,,,,STRANDED AND BROUGHT BY LIFEGUARD TO RANGER STATION; NECROPSY PENDING-HEATHER HARRIS WILL NECROPSY. ,,,,,,,,,,,,,,,,,,,,,,,
514,11-01-12,00:00,,,Turtle,Olive Ridley,,Alive,Camp Pendleton - Blue Beach/North Beach North,California,,,,,,,,,,,,,,Original CCL on form was 23.5 in.01-02-12,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Ocean Beach Lifeguards Found On Beach, Straight Out From Lifeguard Station In Ob",California,,,,,,,,,,,,,,Original Weight on form was 50 lbs.
515,04-04-12,00:00,,,Turtle,Olive Ridley,,Alive,"Pebble Beach, Approximately 500 Ft. Upcoast From The Harbor Seal Haul Out On Fan Shell Beach.",California,,,,,,,,,,,,,,"MARKED EMACIATION, SUNKEN PLASTRON; SAND IN EYES AND ORAL CAVITY; OLD HEALED """"BITE"""" WOUNDS ON L/R PED; BARNACLES """"LUPIS"""" ON RIGHT REAR FLIPPER. ANIMALD DIED WITHIN 12 HOURS.",,,,,,,,,,,,,,,,,,,,,,,
516,28-04-12,00:00,,,Turtle,Olive Ridley,,Advanced Decomposition,"Camp Pendleton, Aliso/White Beach, 58471 And 81027 Military Grid Reference",California,,,,,,,,,,,,,,Original Weight on form was 40 lbs.,,,,,,,,,,,,,,,,,,,,,,,
517,09-08-12,00:00,,,Turtle,Olive Ridley,,Alive,"Richmond, Richmond Harbor, Inside Bay Marine Boat Works, 310 West Cutting Blvd",California,,,,,,,,,,,,,,"DEHYDRATED, SUNKEN EYES, EMACIATED, DRY SKIN AND SHELL. TRIAGED AT TMMC - SAUSALITO FOR 1 NIGHT AND TRANSFERRED TO AQUARIUM OF PACIFIC. ",,,,,,,,,,,,,,,,,,,,,,,
518,09-01-13,00:00,,,Turtle,Olive Ridley,,,"Venice Beach, Venice Beach",California,,,,,,,,,,,,,,"NO OBVIOUS EXTERNAL TRAUMA OR DISEASE CONDITIONS NOTED ON EXAM' ANIMAL WAS VERY COLD (<55 F) AND WAS WARMED AT REHAB. RELEASED OFF LONG BEACH AT 33.40, -118.06.  Contact: LANCE ADAMS",,,,,,,,,,,,,,,,,,,,,,,
519,18-09-13,00:00,,,Turtle,Olive Ridley,,Fresh Dead,"Bodega Bay Salmon Creek Beach Near Salmon Pt, Bodega Reserve",California,,,,,,,,,,,,,,Original Weight on form was 46 lbs.,,,,,,,,,,,,,,,,,,,,,,,
520,29-01-14,00:00,,,Turtle,Olive Ridley,,Fresh Dead,Camp Pendleon.  High Tide Line,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,30-01-14,00:00,,,Turtle,Olive Ridley,,Alive,"Cardiff, North Side Of San Elijon State Park (Tower #19)",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,19-10-14,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,South Of The Ma-Le'l Dunes And North Of The Nature Conservancy Interpretive Center.,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,14-12-14,00:00,no data,no data,Turtle,Olive Ridley,no data,Fresh Dead,Warrenton,Oregon,0,0,-123.929,46.173,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Field#:122414LoST. Photos of Level A and turtle provided ,,,,,,,,,,,,,,,,,,,,,,,
524,22-12-14,00:00,no data,no data,Turtle,Olive Ridley,no data,Alive,Oysterville,Washington,0,0,-124.048,46.547,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Field #: 122214LoST . Transferred to OCA 12/22/2014 for rehabilitation.  Photos of Level A and turtle provided. ,,,,,,,,,,,,,,,,,,,,,,,
525,24-12-14,00:00,,,Turtle,Olive Ridley,,Fresh Dead,Warrenton,Oregon,,,-123.929,46.173,Estimate,,,,,,,,,Field#:122414LoST Photos of Level A and turtle provided ,,,,,,,,,,,,,,,,,,,,,,,
526,29-12-14,00:00,no data,no data,Turtle,Olive Ridley,no data,Fresh Dead,Benson Beach,Washington,0,0,-124.06,46.368,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Field#: 122914LoST. Photos of  Level A and turtle provided ,,,,,,,,,,,,,,,,,,,,,,,
527,05-01-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Alive,Oysterville,Washington,0,0,-124.048,46.547,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Field #: 010515LoST. 1/5/2015 transferred to Seattle Aquarium for rehabilitation. Photos of Level A and turtle provided.,,,,,,,,,,,,,,,,,,,,,,,
528,01-02-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Dead,Sand Lake,Oregon,0,0,-123.96,45.28,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Pending report from OSU,,,,,,,,,,,,,,,,,,,,,,,
529,15-09-15,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,City - Carpinteria State Beach,California,,,,,,,,,,,,,,"Stranding Form says green, but really an olive ridley???",,,,,,,,,,,,,,,,,,,,,,,
530,09-11-15,00:00,,,Turtle,Olive Ridley,,Moderate Decomposition,1.5 Miles North Of Huntington Beach Pier,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,25-11-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Dead,Dungeness Spit,Washington,0,0,-123.147,48.175,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,112515LoST – Buried on site. Photos and form available. ,,,,,,,,,,,,,,,,,,,,,,,
532,10-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Pacific City,Oregon,0,0,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Transferred to Oregon Coast Aquarium for rehabilitation. ,,,,,,,,,,,,,,,,,,,,,,,
533,14-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Cannon Beach,Oregon,0,0,-123.96865,45.91075,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,121415LoST. Transferred to Seattle Aquarium for rehabilitation. ,,,,,,,,,,,,,,,,,,,,,,,
534,21-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Pacific City,Oregon,0,0,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,122115LoST_A. Transferred to Seattle Aquarium for rehabilitation. ,,,,,,,,,,,,,,,,,,,,,,,
535,21-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Seaview Beach Access,Washington,0,0,-124.059,46.449,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,122115LoST_B. Transferred to Oregon Coast Aquarium for rehabilitation. ,,,,,,,,,,,,,,,,,,,,,,,
536,24-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Oceanside,Washington,0,0,-124.06,46.409,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,122415LoST. Transferred to Seattle Aquarium for rehabilitation. Necropsy by Martha Delany,,,,,,,,,,,,,,,,,,,,,,,
537,27-12-15,00:00,no data,no data,Turtle,Olive Ridley,no data,Dead,Westhaven State Park,Washington,0,0,-124.1224,46.9046,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Responded by Westport Aquarium. ,,,,,,,,,,,,,,,,,,,,,,,
538,04-01-16,00:00,no data,no data,Turtle,Olive Ridley,no data,Dead,Baker Beach,Washington,0,0,0,0,no data,0,0,0,Unknown,No Data,No Data,No Data,,Responded by HMSC ,,,,,,,,,,,,,,,,,,,,,,,
539,04-01-16,00:00,no data,no data,Turtle,Olive Ridley,no data,Dead,Baker Beach,Washington,0,0,0,0,no data,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
540,05-01-16,00:00,no data,no data,Turtle,Olive Ridley,no data,Live,Ferndale,California,0,0,0,0,no data,0,0,0,Unknown,No Data,No Data,No Data,,Greenman coordinated transfer to TMMC. Animal died overnight and necropsy performed on 1/6/2016,,,,,,,,,,,,,,,,,,,,,,,
541,05-11-98,00:00,no data,no data,Turtle,Olive Ridley Sea Turtle,no data,Unkown,Gleneden Beach,Oregon,0,0,-124.0376,44.88305,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
542,08-12-99,00:00,no data,no data,Turtle,Olive Ridley Sea Turtle,no data,Unkown,Pacific City,Oregon,0,0,-123.9687,45.2109,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
543,08-10-01,00:00,no data,no data,Turtle,Olive Ridley Sea Turtle,no data,Live,Pacific Beach,Washington,0,0,-124.2068,47.2133,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,M548/R65,,,,,,,,,,,,,,,,,,,,,,,
544,06-12-01,00:00,no data,no data,Turtle,Olive Ridley Sea Turtle,no data,Unkown,Seaside,Oregon,0,0,-123.932,45.9897,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
545,14-01-07,00:00,Jim Rice,no data,Turtle,Olive Ridley Sea Turtle,no data,Dead,Sand Island,Oregon,0,0,-124.0242,46.2764,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
546,22-11-09,00:00,Jim Rice,no data,Turtle,Olive Ridley Sea Turtle,no data,Alive,Newport,Oregon,0,0,-124.062063,44.647869,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Field #: HMSC 09-11-22-Lo Transferred to OCA Source: Jim Rice,,,,,,,,,,,,,,,,,,,,,,,
547,25-11-09,00:00,no data,no data,Turtle,Olive Ridley Sea Turtle,no data,Alive,Agate Beach,Oregon,0,0,-124.063,44.6744,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,USFWS Data,,,,,,,,,,,,,,,,,,,,,,,
